brand,category,age_months,original_price,condition_score,condition_label,ram_gb,storage_gb,has_original_box,num_repairs,resale_price
Dell,laptop,16,58000.0,97,new,4,512,0,1,49015.29
Lenovo,laptop,40,46300.0,46,good,32,512,1,1,26943.89
Apple,phone,50,54100.0,81,excellent,16,512,0,0,30323.32
Samsung,phone,33,79700.0,41,fair,4,64,0,0,52054.19
Samsung,phone,50,60400.0,83,excellent,4,256,0,1,34944.05
Vivo,phone,38,36100.0,27,fair,4,64,1,0,21587.24
Realme,phone,13,27800.0,78,excellent,32,128,1,0,23834.53
Dell,laptop,57,43700.0,55,good,64,1024,1,0,20652.34
Apple,phone,20,71400.0,87,new,8,64,0,0,58819.5
Apple,phone,55,55600.0,48,good,4,128,0,1,24353.37
Dell,laptop,49,47300.0,53,good,32,1024,1,0,26807.06
Acer,laptop,6,55700.0,35,fair,4,1024,1,0,52166.23
Xiaomi,phone,44,18600.0,31,fair,12,128,0,0,9887.63
Samsung,phone,36,77100.0,36,fair,6,256,1,0,46944.9
Lenovo,laptop,27,97800.0,22,poor,32,1024,0,0,62296.37
Apple,laptop,49,131400.0,100,new,64,256,0,0,83695.91
Dell,laptop,48,97700.0,88,new,4,256,1,1,61247.8
HP,laptop,23,34700.0,33,fair,4,256,1,1,23997.41
Xiaomi,phone,45,25400.0,61,good,8,256,1,2,13471.26
HP,laptop,32,103200.0,64,good,64,512,1,0,73645.68
Acer,laptop,53,68600.0,41,fair,64,512,1,0,35421.28
Dell,laptop,1,44100.0,17,poor,8,256,0,1,40997.9
Asus,laptop,12,125300.0,93,new,8,1024,1,0,119097.12
Vivo,phone,37,32700.0,45,fair,16,64,1,1,18948.98
Realme,phone,12,22800.0,60,good,6,256,1,0,19856.15
Samsung,phone,60,93100.0,7,poor,8,128,0,2,27684.66
Apple,laptop,6,97400.0,77,excellent,4,256,1,0,98054.93
Oppo,phone,40,20300.0,21,poor,8,256,1,0,11372.07
Acer,laptop,14,68000.0,56,good,32,512,1,0,55358.06
Lenovo,laptop,47,54300.0,31,fair,16,512,1,1,27079.47
OnePlus,phone,30,59900.0,50,good,6,512,0,0,39697.21
Lenovo,laptop,59,76800.0,54,good,32,256,0,0,35055.4
HP,laptop,42,68000.0,60,good,32,512,0,0,41669.19
OnePlus,phone,39,57800.0,46,good,4,128,1,0,35618.38
Apple,phone,29,143100.0,72,excellent,16,256,1,1,106703.65
Oppo,phone,59,41300.0,91,new,16,128,0,2,19045.3
Dell,laptop,45,103700.0,89,new,4,1024,0,3,55175.82
Samsung,phone,1,85100.0,83,excellent,6,128,1,0,88931.0
Oppo,phone,27,10900.0,69,excellent,8,128,1,2,7240.51
Apple,laptop,25,132100.0,54,good,16,512,0,0,97393.9
MSI,laptop,12,170400.0,58,good,32,1024,0,1,139686.95
Realme,phone,56,21300.0,82,excellent,6,256,0,3,8955.86
Apple,laptop,37,110100.0,30,fair,8,1024,1,0,67563.89
Oppo,phone,28,31100.0,89,new,32,256,1,0,24684.69
Dell,laptop,51,85000.0,91,new,4,256,1,0,54376.0
Apple,phone,48,67400.0,80,excellent,12,64,0,1,36186.64
Apple,phone,15,77800.0,31,fair,12,256,1,0,62232.84
Xiaomi,phone,52,22800.0,96,new,4,128,1,0,14208.48
Oppo,phone,60,25000.0,8,poor,6,256,0,0,8984.5
OnePlus,phone,1,47500.0,20,poor,32,64,1,0,44397.97
Oppo,phone,25,40900.0,40,fair,12,128,1,2,25840.46
OnePlus,phone,33,69200.0,84,excellent,12,256,0,0,49416.46
HP,laptop,15,74100.0,79,excellent,8,256,1,1,62962.49
Lenovo,laptop,56,38400.0,91,new,8,512,0,0,21669.74
Lenovo,laptop,45,36100.0,22,poor,64,512,1,1,18298.42
Xiaomi,phone,12,18600.0,36,fair,32,64,1,0,14956.75
Realme,phone,39,20400.0,73,excellent,32,128,1,0,13441.67
Oppo,phone,6,42900.0,6,poor,12,64,1,3,32604.36
Apple,phone,56,93700.0,38,fair,12,256,1,0,42252.52
Realme,phone,14,11900.0,99,new,32,512,0,0,11250.25
Lenovo,laptop,40,87600.0,98,new,8,256,1,0,64227.65
Xiaomi,phone,23,10400.0,90,new,8,128,0,0,8045.02
MSI,laptop,27,188800.0,55,good,8,512,0,0,127395.26
Realme,phone,18,13800.0,93,new,4,128,1,0,12644.82
Apple,phone,9,107100.0,22,poor,4,128,1,0,85265.03
OnePlus,phone,53,64800.0,39,fair,32,64,1,0,32364.59
MSI,laptop,29,60000.0,33,fair,16,512,1,0,41711.13
Acer,laptop,13,87900.0,96,new,64,512,0,0,77396.6
Realme,phone,24,8000.0,90,new,16,128,1,0,6498.6
Lenovo,laptop,56,41100.0,37,fair,64,1024,0,1,16880.53
Realme,phone,48,28500.0,12,poor,16,128,0,1,12393.08
Realme,phone,43,26900.0,36,fair,12,128,0,2,13111.92
Samsung,phone,5,36000.0,37,fair,32,512,0,0,33192.27
OnePlus,phone,21,33900.0,67,excellent,8,64,0,1,26584.24
Acer,laptop,18,26400.0,99,new,16,1024,0,0,23994.99
OnePlus,phone,8,77800.0,44,fair,32,64,1,1,68489.56
Vivo,phone,10,20900.0,66,excellent,4,256,0,0,17937.2
Vivo,phone,3,15700.0,7,poor,12,128,0,0,14262.69
Realme,phone,59,19300.0,91,new,12,128,0,0,9996.95
Vivo,phone,25,19400.0,5,poor,4,64,0,0,12500.55
Apple,phone,12,111300.0,66,excellent,4,64,0,0,97807.14
Xiaomi,phone,1,29800.0,17,poor,12,128,1,1,28112.75
Acer,laptop,16,57800.0,96,new,16,1024,0,0,50536.35
Xiaomi,phone,41,10100.0,91,new,12,64,1,0,7124.68
Apple,laptop,52,98500.0,57,good,16,512,0,0,48454.1
Dell,laptop,39,83300.0,58,good,4,1024,1,1,48379.25
Apple,laptop,59,98000.0,29,fair,8,512,1,0,43057.13
Apple,phone,27,101700.0,85,excellent,32,128,1,2,73153.82
Oppo,phone,10,32300.0,80,excellent,4,256,0,0,29070.99
Dell,laptop,46,66400.0,28,fair,4,1024,0,0,33423.47
Samsung,phone,3,90800.0,55,good,4,128,0,0,86251.13
Asus,laptop,25,71900.0,35,fair,64,512,0,0,49527.41
Samsung,phone,53,77400.0,53,good,8,128,0,0,37469.49
Lenovo,laptop,18,53600.0,26,fair,32,512,1,0,40763.24
Realme,phone,39,33000.0,95,new,4,128,0,1,21260.93
Apple,laptop,43,122400.0,13,poor,32,1024,0,0,63042.68
MSI,laptop,8,199700.0,67,excellent,4,256,1,0,187175.1
Dell,laptop,12,63400.0,32,fair,4,256,1,0,51167.07
Vivo,phone,6,35900.0,87,new,16,128,0,0,36004.38
Dell,laptop,48,65500.0,19,poor,16,512,0,0,31882.77
Realme,phone,46,16900.0,45,fair,32,256,1,1,8770.61
Xiaomi,phone,1,31900.0,7,poor,6,128,1,2,26331.23
Lenovo,laptop,46,53700.0,20,poor,32,512,1,0,26230.86
Realme,phone,53,26100.0,90,new,16,512,1,0,15233.98
Oppo,phone,21,22900.0,34,fair,6,128,0,1,15245.04
Oppo,phone,52,40000.0,43,fair,8,512,1,0,19609.77
Samsung,phone,36,76500.0,81,excellent,6,64,0,0,51249.04
Acer,laptop,51,47900.0,34,fair,32,256,1,0,22610.27
Realme,phone,33,7700.0,59,good,16,512,1,2,4949.09
Acer,laptop,52,80200.0,88,new,8,1024,0,0,47447.8
Realme,phone,44,30300.0,78,excellent,16,64,1,0,19439.31
Oppo,phone,21,24400.0,77,excellent,4,512,1,0,21029.14
Oppo,phone,46,44400.0,91,new,4,256,1,2,25061.97
Oppo,phone,47,33700.0,59,good,4,256,1,0,20162.87
Lenovo,laptop,2,68600.0,82,excellent,8,256,1,3,68740.63
Vivo,phone,53,20000.0,99,new,32,128,0,0,12020.34
OnePlus,phone,26,34200.0,84,excellent,8,512,0,0,27364.64
Dell,laptop,27,52200.0,55,good,64,512,0,0,36702.67
Realme,phone,32,10900.0,91,new,4,512,1,0,8720.4
Samsung,phone,25,42500.0,68,excellent,8,512,0,0,31469.64
Apple,laptop,10,85400.0,30,fair,32,1024,1,0,68904.8
Apple,laptop,52,123100.0,45,fair,64,1024,1,1,60856.57
Acer,laptop,9,63800.0,53,good,16,1024,1,0,54601.58
Acer,laptop,49,47300.0,55,good,32,1024,1,0,25038.2
Acer,laptop,9,55000.0,22,poor,16,1024,0,0,44435.97
Realme,phone,59,7400.0,41,fair,32,512,1,0,3270.99
Realme,phone,12,18100.0,93,new,4,64,1,0,16817.72
OnePlus,phone,20,57700.0,96,new,12,256,0,1,47259.16
Apple,laptop,52,191600.0,38,fair,4,256,0,0,92793.13
Vivo,phone,23,8300.0,42,fair,12,128,1,0,5828.26
Oppo,phone,10,34600.0,51,good,32,512,1,0,30527.78
Oppo,phone,59,43800.0,11,poor,16,512,1,0,17338.3
OnePlus,phone,38,45100.0,99,new,8,512,1,0,34478.4
MSI,laptop,28,174300.0,70,excellent,64,512,1,0,132339.14
Dell,laptop,49,99000.0,59,good,4,256,0,0,53062.35
HP,laptop,58,85600.0,25,poor,8,256,1,0,37216.7
Oppo,phone,34,38200.0,100,new,4,128,0,0,28801.88
Vivo,phone,4,13500.0,21,poor,8,256,1,1,12058.85
Dell,laptop,3,72600.0,48,good,16,256,0,0,70255.52
Vivo,phone,48,12900.0,69,excellent,16,256,0,2,6548.03
Acer,laptop,45,76500.0,46,good,64,1024,1,0,45470.56
HP,laptop,33,61800.0,16,poor,16,512,0,0,35343.76
Asus,laptop,52,100000.0,23,poor,32,512,0,3,35397.91
Dell,laptop,7,97400.0,57,good,16,1024,0,0,85928.65
Oppo,phone,32,26800.0,60,good,32,64,0,0,17789.0
Samsung,phone,40,76900.0,12,poor,6,128,0,0,39812.41
Vivo,phone,8,27100.0,26,fair,32,512,1,0,23219.91
HP,laptop,56,100400.0,50,good,32,1024,0,2,41477.98
Realme,phone,33,23800.0,91,new,6,128,0,2,15452.88
Vivo,phone,23,36300.0,25,poor,12,512,0,0,25674.35
MSI,laptop,6,179700.0,33,fair,16,1024,1,0,167405.08
Vivo,phone,46,16300.0,20,poor,12,64,1,1,7536.51
HP,laptop,1,44700.0,89,new,4,512,1,0,46639.92
HP,laptop,27,44000.0,51,good,4,256,0,0,31921.54
Lenovo,laptop,1,99400.0,96,new,32,512,1,0,102318.35
Vivo,phone,33,19600.0,76,excellent,4,256,0,0,13515.2
Lenovo,laptop,47,38000.0,78,excellent,8,512,0,0,22618.37
Asus,laptop,12,42800.0,96,new,4,1024,1,1,39752.42
Realme,phone,2,16300.0,62,good,16,128,1,0,17048.46
Lenovo,laptop,24,59200.0,18,poor,4,1024,0,0,40073.68
Apple,phone,10,60400.0,18,poor,4,128,1,0,46509.34
Xiaomi,phone,43,33400.0,21,poor,8,512,0,2,15569.1
Asus,laptop,25,55700.0,56,good,16,256,0,1,40811.91
OnePlus,phone,31,54300.0,91,new,32,128,0,0,42284.66
MSI,laptop,30,87100.0,42,fair,16,1024,1,1,55016.56
Samsung,phone,5,59100.0,19,poor,6,64,0,0,51140.45
Apple,laptop,47,132200.0,23,poor,8,512,0,0,61910.27
Dell,laptop,5,36800.0,23,poor,16,256,1,0,33458.03
HP,laptop,44,44100.0,46,good,4,512,0,0,25280.55
Oppo,phone,30,28400.0,68,excellent,16,128,1,0,21091.91
Realme,phone,34,8500.0,96,new,12,128,1,0,6707.34
Asus,laptop,38,92000.0,6,poor,64,1024,1,0,50292.22
Apple,laptop,53,177000.0,78,excellent,8,256,0,2,86236.94
OnePlus,phone,32,35700.0,38,fair,4,512,1,1,21788.77
HP,laptop,41,92900.0,6,poor,16,512,1,0,49874.93
HP,laptop,12,74300.0,10,poor,64,512,1,0,59075.93
OnePlus,phone,3,29800.0,82,excellent,32,128,0,0,28396.73
Apple,laptop,15,116600.0,20,poor,16,1024,1,1,82220.12
MSI,laptop,60,190100.0,66,excellent,4,256,1,1,89347.19
MSI,laptop,7,60600.0,36,fair,16,512,1,0,55351.65
Acer,laptop,45,75600.0,98,new,64,512,1,0,51299.37
HP,laptop,34,61000.0,37,fair,32,256,1,0,38231.99
Samsung,phone,37,69400.0,84,excellent,4,256,1,0,49662.08
Vivo,phone,57,21800.0,54,good,6,128,1,0,10154.08
Apple,phone,23,77900.0,28,fair,6,64,0,0,55080.33
Samsung,phone,8,59500.0,10,poor,16,512,0,0,49365.82
HP,laptop,39,41000.0,15,poor,32,256,1,0,21977.86
HP,laptop,6,97300.0,81,excellent,16,1024,1,0,101260.07
Lenovo,laptop,23,32400.0,66,excellent,4,512,1,2,23325.77
Apple,laptop,58,132400.0,8,poor,4,256,0,2,39308.48
Apple,laptop,11,158800.0,20,poor,64,512,1,0,129043.88
Acer,laptop,59,65500.0,53,good,64,512,1,0,30449.91
Samsung,phone,16,68100.0,83,excellent,6,64,0,0,56682.08
Acer,laptop,37,70900.0,68,excellent,32,512,0,0,46740.37
Lenovo,laptop,41,89600.0,44,fair,64,1024,1,2,48927.49
Lenovo,laptop,39,70100.0,51,good,64,1024,1,0,45302.29
Samsung,phone,12,25300.0,89,new,16,64,0,0,21675.51
Acer,laptop,56,42100.0,16,poor,32,256,0,0,17596.76
Apple,phone,30,92100.0,39,fair,6,512,0,1,58422.79
Samsung,phone,1,80500.0,28,fair,6,256,0,0,73694.38
OnePlus,phone,5,50500.0,76,excellent,8,128,0,0,51765.79
MSI,laptop,59,153000.0,40,fair,32,256,0,0,61853.31
MSI,laptop,8,136300.0,63,good,64,1024,1,1,123639.18
OnePlus,phone,38,50300.0,77,excellent,12,128,1,0,33571.16
Apple,laptop,15,177900.0,76,excellent,64,512,1,0,154314.97
Xiaomi,phone,51,19700.0,23,poor,16,512,1,0,9090.55
Oppo,phone,52,14500.0,26,fair,4,64,0,2,5836.17
Dell,laptop,60,94700.0,68,excellent,16,256,1,0,44476.84
HP,laptop,1,73800.0,52,good,16,256,0,2,66907.31
Vivo,phone,12,9200.0,92,new,8,128,0,0,8554.63
Apple,phone,34,128900.0,57,good,6,128,1,0,87362.31
Realme,phone,22,24700.0,48,good,12,256,0,0,18336.76
Realme,phone,45,30600.0,96,new,6,512,0,0,20352.6
Realme,phone,20,28300.0,34,fair,4,64,0,3,18194.57
Apple,laptop,2,175600.0,73,excellent,32,512,1,0,173197.88
Xiaomi,phone,25,18400.0,18,poor,8,128,0,0,12086.44
Apple,laptop,12,122500.0,62,good,4,1024,1,0,108296.53
Vivo,phone,2,11000.0,44,fair,4,64,1,0,11287.55
MSI,laptop,52,105900.0,100,new,4,256,0,0,65389.49
Dell,laptop,15,91000.0,55,good,16,1024,1,0,77448.51
Dell,laptop,51,58800.0,69,excellent,4,512,0,0,31009.19
Asus,laptop,44,120700.0,58,good,64,1024,0,0,68526.91
OnePlus,phone,5,61200.0,94,new,8,256,1,1,58390.99
Acer,laptop,47,60100.0,89,new,16,256,1,2,34455.35
HP,laptop,24,68700.0,5,poor,8,1024,1,1,43292.39
Vivo,phone,59,39200.0,93,new,12,256,0,0,20390.54
Xiaomi,phone,51,15200.0,92,new,4,256,0,0,9404.12
Xiaomi,phone,15,9300.0,37,fair,12,512,0,0,7129.23
Xiaomi,phone,3,30400.0,49,good,6,128,1,0,28941.37
Lenovo,laptop,48,55400.0,43,fair,4,512,1,3,24717.77
Dell,laptop,42,36600.0,58,good,16,1024,1,0,23044.64
Vivo,phone,9,19400.0,100,new,4,256,1,0,18283.13
Dell,laptop,26,114100.0,16,poor,64,256,1,0,75205.52
Xiaomi,phone,18,8200.0,64,good,32,512,0,0,6646.85
HP,laptop,36,107400.0,27,fair,16,256,1,0,62534.29
Acer,laptop,55,42400.0,12,poor,4,256,0,0,17429.21
OnePlus,phone,28,73900.0,25,poor,8,64,0,0,48889.13
Apple,phone,55,50500.0,97,new,4,128,1,0,29402.97
Realme,phone,26,18600.0,46,good,8,64,1,0,13314.32
Oppo,phone,54,32300.0,85,excellent,4,256,1,0,19107.14
Xiaomi,phone,55,22100.0,78,excellent,32,512,0,0,11570.38
Lenovo,laptop,3,41300.0,71,excellent,32,512,0,1,38166.83
Vivo,phone,9,31500.0,36,fair,32,64,0,0,26404.58
Acer,laptop,9,30700.0,93,new,4,512,0,1,28555.12
Apple,phone,53,111000.0,76,excellent,6,256,0,2,54076.83
Acer,laptop,5,76500.0,20,poor,16,1024,0,0,63380.83
Xiaomi,phone,14,19300.0,43,fair,16,64,1,1,15514.54
HP,laptop,59,67300.0,74,excellent,64,1024,1,0,34370.62
OnePlus,phone,4,36500.0,36,fair,16,512,0,0,33021.89
Asus,laptop,1,39000.0,14,poor,4,1024,1,3,31802.68
Vivo,phone,9,33400.0,83,excellent,8,128,1,2,30488.83
Asus,laptop,20,86500.0,21,poor,8,256,0,0,60966.29
Vivo,phone,29,9800.0,79,excellent,12,64,0,0,7073.16
HP,laptop,1,87400.0,40,fair,64,512,1,0,88966.3
MSI,laptop,43,160400.0,10,poor,4,1024,1,0,85414.6
Lenovo,laptop,52,31500.0,82,excellent,32,1024,1,0,18890.65
Asus,laptop,3,41700.0,49,good,16,1024,1,1,40736.89
Lenovo,laptop,48,72600.0,35,fair,32,1024,0,1,34230.48
HP,laptop,41,53700.0,20,poor,32,512,1,0,29510.44
HP,laptop,54,45000.0,37,fair,8,256,1,0,21096.49
Vivo,phone,47,22400.0,8,poor,32,128,1,1,9599.39
Apple,laptop,58,125900.0,87,new,4,256,0,0,67917.45
OnePlus,phone,23,52600.0,67,excellent,32,64,1,2,39408.6
Apple,phone,34,79300.0,35,fair,6,512,0,1,47515.93
HP,laptop,29,86900.0,31,fair,4,1024,1,1,56305.64
Realme,phone,27,10200.0,61,good,6,512,1,0,7917.36
Asus,laptop,7,73800.0,19,poor,64,256,0,0,62159.51
Apple,laptop,26,101500.0,64,good,32,1024,0,0,73730.74
MSI,laptop,45,169200.0,28,fair,16,1024,0,0,86708.0
Realme,phone,38,14600.0,44,fair,12,512,1,0,9074.58
Realme,phone,51,31300.0,5,poor,4,128,1,0,13753.06
Realme,phone,55,10000.0,83,excellent,8,512,0,0,5278.58
MSI,laptop,31,154800.0,82,excellent,16,512,0,1,109017.34
Realme,phone,51,10900.0,89,new,32,64,1,0,6425.59
Lenovo,laptop,57,83200.0,20,poor,16,1024,1,0,33407.32
Samsung,phone,15,43000.0,78,excellent,8,64,0,0,37373.39
Acer,laptop,8,78700.0,87,new,4,256,1,1,71569.26
Asus,laptop,22,64100.0,62,good,64,1024,0,0,48221.31
Lenovo,laptop,57,80300.0,24,poor,32,1024,1,0,35440.23
Oppo,phone,57,21000.0,16,poor,6,256,1,0,8410.15
Samsung,phone,27,52400.0,13,poor,12,512,0,0,33893.73
Apple,phone,4,53000.0,72,excellent,8,256,1,0,54368.01
Dell,laptop,17,95500.0,97,new,32,1024,1,2,80793.06
HP,laptop,13,43300.0,6,poor,64,256,1,0,33737.88
HP,laptop,19,95100.0,53,good,64,512,1,0,72382.27
Xiaomi,phone,54,26400.0,55,good,6,64,1,0,13812.26
Samsung,phone,57,77300.0,69,excellent,16,128,0,0,37717.5
Asus,laptop,43,110300.0,97,new,32,256,1,0,79254.71
HP,laptop,57,52100.0,17,poor,64,1024,1,0,21346.78
OnePlus,phone,38,39800.0,50,good,32,128,0,0,24254.49
Vivo,phone,47,23100.0,64,good,4,512,1,0,13147.18
Acer,laptop,11,55500.0,52,good,64,512,1,0,49455.76
Samsung,phone,29,66600.0,28,fair,4,256,0,0,41253.68
Dell,laptop,46,56900.0,22,poor,4,1024,0,1,26412.75
Lenovo,laptop,51,99700.0,30,fair,16,1024,0,0,47316.48
Acer,laptop,17,78900.0,87,new,16,256,0,0,69905.92
Realme,phone,16,28600.0,82,excellent,4,256,0,0,24765.63
Oppo,phone,50,32500.0,98,new,4,512,1,0,21070.29
Apple,phone,32,58900.0,5,poor,8,256,1,0,34378.02
Oppo,phone,3,10500.0,57,good,16,512,0,0,10335.07
OnePlus,phone,25,25700.0,66,excellent,16,128,0,2,18184.96
Vivo,phone,55,29200.0,21,poor,12,512,0,0,12030.76
Realme,phone,31,23600.0,14,poor,32,128,0,0,13877.05
Apple,laptop,57,164400.0,15,poor,16,256,1,0,70691.89
Acer,laptop,2,79200.0,98,new,64,256,1,0,80107.86
Asus,laptop,38,74500.0,65,good,64,512,1,0,51411.95
Asus,laptop,8,121300.0,85,excellent,4,256,0,0,112507.13
Lenovo,laptop,53,71300.0,100,new,8,512,1,0,45293.45
Xiaomi,phone,20,23400.0,19,poor,4,256,0,0,16338.22
Oppo,phone,45,33300.0,7,poor,6,64,1,0,17010.01
Acer,laptop,14,59700.0,67,excellent,8,1024,0,0,50373.98
Lenovo,laptop,8,31100.0,86,new,8,1024,0,0,29724.19
Asus,laptop,14,94100.0,90,new,16,512,1,0,80969.04
Apple,phone,4,77600.0,18,poor,16,128,0,0,66745.2
Samsung,phone,51,48300.0,7,poor,12,64,1,1,19961.74
Apple,laptop,37,115000.0,64,good,16,1024,0,0,73741.47
Vivo,phone,18,13300.0,52,good,4,64,1,0,10636.52
Samsung,phone,18,78600.0,19,poor,16,256,0,0,56856.76
MSI,laptop,2,121200.0,94,new,4,512,0,0,126129.92
Dell,laptop,3,72700.0,74,excellent,16,1024,1,0,74864.41
MSI,laptop,58,177700.0,10,poor,4,512,0,1,62526.83
Apple,laptop,57,170700.0,25,poor,8,256,0,2,58884.31
Acer,laptop,1,31800.0,89,new,8,1024,1,0,31521.14
Asus,laptop,25,61100.0,66,excellent,8,256,1,1,46052.78
Vivo,phone,32,33600.0,33,fair,16,256,0,2,18960.19
Vivo,phone,32,28200.0,41,fair,16,256,1,0,17948.72
Apple,phone,3,59600.0,23,poor,32,128,1,0,52966.32
MSI,laptop,15,77100.0,99,new,4,1024,0,0,68907.74
Oppo,phone,56,19800.0,60,good,12,128,0,0,9232.51
Oppo,phone,25,32000.0,30,fair,6,512,1,0,22835.39
Asus,laptop,9,66600.0,48,good,64,256,0,0,59224.0
Oppo,phone,32,42300.0,40,fair,16,256,0,0,27548.68
HP,laptop,19,87800.0,61,good,64,256,0,0,67058.31
Realme,phone,8,26600.0,72,excellent,6,128,1,0,25871.0
Realme,phone,53,10900.0,75,excellent,32,512,1,0,5876.12
MSI,laptop,8,125900.0,66,excellent,16,1024,1,2,113471.57
Xiaomi,phone,19,28700.0,60,good,32,256,0,0,22115.18
Xiaomi,phone,18,10200.0,19,poor,8,512,1,2,6746.29
Acer,laptop,16,71600.0,6,poor,4,256,0,0,52002.78
Apple,phone,2,88300.0,74,excellent,4,512,1,0,92151.9
Acer,laptop,29,60100.0,32,fair,16,1024,0,0,37463.12
HP,laptop,18,51800.0,37,fair,32,512,1,0,38794.13
Lenovo,laptop,9,72900.0,77,excellent,32,256,1,0,70498.07
HP,laptop,32,57900.0,46,good,32,512,0,0,39345.84
Oppo,phone,15,25300.0,5,poor,16,512,1,0,18943.41
Acer,laptop,54,82200.0,11,poor,16,512,1,0,36491.84
Lenovo,laptop,42,59600.0,34,fair,4,1024,0,1,30568.1
Samsung,phone,49,22600.0,49,good,8,256,0,1,10801.15
Acer,laptop,19,85700.0,70,excellent,64,256,0,0,69166.52
Samsung,phone,8,72700.0,98,new,4,64,1,0,71651.19
Samsung,phone,8,74800.0,66,excellent,6,512,1,1,67115.06
Lenovo,laptop,59,65200.0,74,excellent,16,1024,1,2,30829.61
Xiaomi,phone,57,34400.0,27,fair,4,512,1,0,14517.35
Lenovo,laptop,12,85300.0,82,excellent,32,256,1,1,71702.9
OnePlus,phone,45,44500.0,72,excellent,12,256,1,0,28239.24
Vivo,phone,2,13400.0,76,excellent,12,128,0,0,13377.0
Lenovo,laptop,27,87500.0,43,fair,16,1024,1,2,56236.11
Apple,laptop,16,104900.0,61,good,32,1024,0,0,87731.95
Asus,laptop,1,55900.0,59,good,32,1024,0,0,57808.47
HP,laptop,3,37800.0,98,new,16,256,1,0,38209.17
Apple,phone,8,137500.0,42,fair,6,512,1,1,117607.66
Vivo,phone,5,23700.0,94,new,16,64,1,0,24036.91
Dell,laptop,41,113700.0,35,fair,64,256,0,0,60929.08
OnePlus,phone,16,31900.0,26,fair,6,512,0,0,23050.97
Acer,laptop,23,31600.0,42,fair,64,1024,0,2,20737.77
OnePlus,phone,48,25400.0,97,new,16,128,0,0,15311.89
Apple,phone,58,59900.0,36,fair,12,64,1,0,26244.89
Asus,laptop,11,43700.0,26,fair,8,512,1,1,33900.11
Apple,laptop,23,103300.0,41,fair,4,512,0,0,70590.52
Xiaomi,phone,9,39500.0,56,good,8,256,0,0,33601.47
OnePlus,phone,28,28600.0,91,new,4,512,1,0,23820.13
Realme,phone,48,14100.0,33,fair,16,64,1,0,7500.1
Dell,laptop,24,95700.0,86,new,64,256,0,0,72791.74
Asus,laptop,47,106300.0,63,good,64,256,1,2,58447.48
Apple,laptop,34,131800.0,46,good,32,256,1,0,85826.78
Xiaomi,phone,2,38100.0,77,excellent,8,64,0,0,37645.45
Lenovo,laptop,24,39200.0,60,good,64,512,1,0,29812.51
Samsung,phone,24,65500.0,89,new,32,512,1,0,51680.45
Acer,laptop,38,26900.0,85,excellent,64,512,1,0,19202.38
Acer,laptop,49,52700.0,82,excellent,4,256,0,1,28587.87
MSI,laptop,31,78700.0,66,excellent,32,512,1,0,54456.35
Asus,laptop,11,72300.0,78,excellent,64,1024,1,0,66759.61
Vivo,phone,27,32000.0,40,fair,6,128,0,2,19114.33
Acer,laptop,5,65800.0,61,good,4,512,1,3,56420.16
Realme,phone,44,21900.0,87,new,4,128,0,0,14182.72
Apple,laptop,52,164100.0,40,fair,4,512,1,0,79676.98
Oppo,phone,9,21300.0,72,excellent,6,256,0,1,19632.46
MSI,laptop,34,131000.0,24,poor,8,512,1,0,82626.58
Samsung,phone,5,75900.0,78,excellent,12,256,0,0,76024.15
OnePlus,phone,41,62900.0,59,good,12,64,1,0,40639.95
Asus,laptop,49,91900.0,63,good,8,1024,1,1,51289.91
Acer,laptop,33,86800.0,27,fair,64,1024,1,1,50330.94
Oppo,phone,33,13800.0,75,excellent,12,512,1,0,9791.53
MSI,laptop,58,105000.0,84,excellent,4,1024,0,0,54235.76
Lenovo,laptop,26,67500.0,46,good,64,1024,0,1,43983.19
Acer,laptop,16,64500.0,25,poor,8,256,0,0,49628.19
HP,laptop,14,38600.0,63,good,16,1024,0,1,30481.4
MSI,laptop,49,114000.0,95,new,64,1024,0,0,68448.43
Realme,phone,23,12800.0,88,new,32,128,1,0,10452.93
Realme,phone,30,26800.0,45,fair,6,256,1,0,18159.35
HP,laptop,47,86700.0,42,fair,4,512,0,1,44803.97
Vivo,phone,33,21300.0,81,excellent,6,128,1,1,15246.41
Samsung,phone,15,83400.0,36,fair,4,128,0,1,58832.32
Acer,laptop,49,76000.0,55,good,64,1024,1,0,42174.23
MSI,laptop,11,67000.0,19,poor,16,256,0,3,44214.43
Acer,laptop,55,59800.0,70,excellent,32,512,1,0,32119.16
Realme,phone,4,29800.0,69,excellent,4,64,1,1,29415.81
Realme,phone,18,24400.0,8,poor,6,128,1,2,16031.06
Realme,phone,10,23600.0,85,excellent,6,64,0,0,21666.75
OnePlus,phone,6,49200.0,17,poor,32,64,0,1,39810.43
Oppo,phone,17,14200.0,13,poor,6,256,1,0,9921.13
HP,laptop,1,49900.0,95,new,8,512,1,0,50954.37
MSI,laptop,12,120600.0,32,fair,8,256,0,0,91361.93
Vivo,phone,38,35500.0,25,poor,12,256,1,2,18848.23
HP,laptop,43,59300.0,61,good,16,512,1,0,37552.89
OnePlus,phone,58,44200.0,61,good,6,256,1,0,21123.56
Apple,phone,34,86200.0,89,new,32,128,0,0,64249.05
Apple,laptop,9,126900.0,87,new,16,512,0,0,115554.22
HP,laptop,51,99000.0,20,poor,4,1024,1,0,45864.26
HP,laptop,44,90300.0,20,poor,16,1024,0,0,44172.52
Dell,laptop,4,55800.0,42,fair,8,256,0,0,50808.14
